checked_at,AA1011,AA2448,AA3551,AA4162,DL1544,DL1567,DL2028,DL724,UA1593,UA215,UA2232,UA2773,UA2805,UA307,UA576
2026-08-19 23:25:06,69.00,69.00,164.00,69.00,259.00,259.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-19 23:35:23,69.00,69.00,164.00,69.00,259.00,259.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-19 23:45:08,69.00,69.00,164.00,69.00,259.00,259.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-19 23:55:16,69.00,69.00,164.00,69.00,259.00,259.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 00:05:45,69.00,69.00,164.00,69.00,259.00,259.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 00:15:13,69.00,69.00,164.00,69.00,259.00,259.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 00:25:27,69.00,69.00,164.00,69.00,259.00,259.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 00:35:15,69.00,69.00,164.00,69.00,259.00,259.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 00:45:14,69.00,69.00,164.00,69.00,259.00,259.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 00:55:16,69.00,69.00,164.00,69.00,259.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 01:05:34,69.00,69.00,164.00,69.00,259.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 01:15:37,69.00,69.00,164.00,69.00,259.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 01:25:22,69.00,69.00,164.00,69.00,259.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 01:35:12,69.00,69.00,164.00,69.00,259.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 01:45:12,69.00,69.00,164.00,69.00,259.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 01:55:21,69.00,69.00,164.00,69.00,259.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 02:05:41,69.00,69.00,164.00,69.00,259.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 02:15:39,69.00,69.00,164.00,69.00,259.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 02:25:24,69.00,69.00,164.00,69.00,259.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 02:35:30,69.00,,164.00,164.00,259.00,304.00,,,59.00,,,59.00,,59.00,59.00
2026-08-20 02:45:25,69.00,69.00,164.00,69.00,259.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 02:55:15,69.00,69.00,164.00,69.00,259.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 03:05:26,69.00,69.00,164.00,69.00,259.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 03:15:21,69.00,69.00,164.00,69.00,259.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 03:25:10,69.00,69.00,164.00,69.00,259.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 03:35:33,69.00,69.00,164.00,69.00,259.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 03:45:21,69.00,69.00,164.00,69.00,259.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 03:55:14,69.00,69.00,164.00,69.00,259.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 04:05:34,69.00,69.00,164.00,69.00,259.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 04:15:18,69.00,69.00,164.00,69.00,259.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 04:25:28,69.00,69.00,164.00,69.00,259.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 04:35:14,69.00,69.00,164.00,69.00,259.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 04:45:19,69.00,69.00,164.00,69.00,259.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 04:55:17,69.00,69.00,164.00,69.00,259.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 05:05:19,69.00,69.00,164.00,69.00,259.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 05:15:15,69.00,69.00,164.00,69.00,259.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 05:25:19,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 05:35:23,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 05:45:18,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 05:55:05,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 06:05:39,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 06:15:10,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 06:25:04,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 06:35:19,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 06:45:16,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 06:55:12,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 07:05:23,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 07:15:19,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 07:25:11,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 07:35:25,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 07:45:19,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 07:55:17,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 08:05:20,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 08:15:12,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 08:25:18,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 08:35:21,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 08:45:15,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,98.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 08:55:19,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,86.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 09:05:24,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,86.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 09:15:18,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,86.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 09:25:10,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,69.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 09:35:19,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,69.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 09:45:04,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,69.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 09:55:26,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,69.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 10:05:18,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,69.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 10:14:59,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,69.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 10:25:17,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,69.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 10:35:31,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,69.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 10:45:29,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,69.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 10:55:24,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,69.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 11:05:39,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,69.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 11:15:19,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,69.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 11:25:28,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,69.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 11:35:34,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,69.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 11:45:39,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,69.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 11:55:41,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,69.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 12:05:47,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,69.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 12:15:35,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,69.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 12:25:28,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,69.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 12:35:27,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,69.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 12:45:34,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,69.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 12:55:31,69.00,69.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,69.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 13:06:07,69.00,164.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,69.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 13:15:36,69.00,164.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,69.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 13:25:44,,164.00,164.00,69.00,,,114.00,114.00,,69.00,59.00,,59.00,,
2026-08-20 13:35:34,69.00,164.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,69.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 13:45:23,69.00,164.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,69.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 13:55:44,69.00,164.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,69.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 14:05:47,69.00,164.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,69.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 14:15:26,69.00,164.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,69.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 14:25:29,69.00,164.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,69.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 14:35:30,69.00,164.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,69.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 14:45:37,69.00,164.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,69.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 14:55:51,69.00,164.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,69.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 15:05:28,69.00,164.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,69.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 15:15:30,69.00,164.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,69.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 15:25:38,69.00,164.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,69.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 15:36:02,69.00,164.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,69.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 15:45:29,69.00,164.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,69.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 15:55:34,69.00,164.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,69.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 16:05:25,69.00,164.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,69.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 16:15:50,69.00,164.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,69.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 16:25:37,69.00,164.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,69.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 16:35:40,69.00,164.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,69.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 16:45:50,69.00,164.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,110.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 16:55:34,69.00,164.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,110.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 17:05:39,69.00,164.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,110.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 17:20:44,69.00,164.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,110.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 17:27:43,69.00,164.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,110.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 17:35:27,69.00,164.00,164.00,69.00,304.00,304.00,114.00,114.00,59.00,110.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 17:45:45,59.00,154.00,154.00,59.00,304.00,304.00,114.00,114.00,59.00,110.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 17:55:37,59.00,154.00,154.00,59.00,304.00,304.00,114.00,114.00,59.00,110.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 18:05:49,59.00,154.00,154.00,59.00,304.00,304.00,114.00,114.00,59.00,110.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 18:15:24,59.00,154.00,154.00,59.00,304.00,304.00,114.00,114.00,59.00,110.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 18:25:34,59.00,154.00,154.00,59.00,304.00,304.00,114.00,114.00,59.00,110.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 18:35:46,59.00,154.00,154.00,59.00,304.00,304.00,114.00,114.00,59.00,110.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 18:45:39,59.00,154.00,154.00,59.00,304.00,304.00,114.00,114.00,59.00,110.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 18:55:48,59.00,154.00,154.00,59.00,304.00,304.00,114.00,114.00,59.00,110.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 19:06:03,59.00,154.00,154.00,59.00,304.00,304.00,114.00,114.00,59.00,110.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 19:15:44,59.00,154.00,154.00,59.00,304.00,304.00,114.00,114.00,59.00,110.00,59.00,59.00,59.00,59.00,59.00
2026-08-20 19:25:51,59.00,154.00,154.00,59.00,304.00,304.00,114.00,114.00,59.00,110.00,59.00,69.00,59.00,59.00,59.00
2026-08-20 19:35:55,59.00,154.00,154.00,59.00,304.00,304.00,114.00,114.00,59.00,110.00,59.00,69.00,59.00,59.00,59.00
2026-08-20 19:45:51,59.00,154.00,154.00,59.00,304.00,304.00,114.00,114.00,59.00,110.00,59.00,69.00,59.00,59.00,59.00
2026-08-20 19:55:44,59.00,154.00,154.00,59.00,304.00,304.00,114.00,114.00,59.00,110.00,59.00,69.00,59.00,59.00,59.00
2026-08-20 20:05:53,59.00,154.00,154.00,59.00,304.00,304.00,114.00,114.00,59.00,110.00,59.00,69.00,59.00,59.00,59.00
2026-08-20 20:15:40,59.00,154.00,154.00,59.00,304.00,304.00,114.00,114.00,59.00,110.00,59.00,69.00,59.00,59.00,59.00
2026-08-20 20:25:23,59.00,154.00,154.00,59.00,304.00,304.00,114.00,114.00,59.00,110.00,59.00,69.00,59.00,59.00,59.00
2026-08-20 20:35:43,59.00,154.00,154.00,59.00,304.00,304.00,114.00,114.00,59.00,110.00,59.00,69.00,59.00,59.00,59.00
2026-08-20 20:45:44,59.00,154.00,154.00,59.00,304.00,304.00,114.00,114.00,59.00,110.00,59.00,69.00,59.00,59.00,59.00
2026-08-20 20:55:43,59.00,154.00,154.00,59.00,304.00,304.00,114.00,114.00,59.00,110.00,59.00,69.00,59.00,59.00,59.00
2026-08-20 21:05:45,59.00,154.00,154.00,59.00,304.00,304.00,114.00,114.00,59.00,110.00,59.00,69.00,59.00,59.00,59.00
2026-08-20 21:15:37,59.00,154.00,154.00,59.00,304.00,304.00,114.00,114.00,59.00,110.00,59.00,69.00,59.00,59.00,59.00
2026-08-20 21:25:53,59.00,154.00,154.00,59.00,314.00,304.00,124.00,114.00,59.00,110.00,59.00,69.00,59.00,59.00,59.00
2026-08-20 21:35:44,59.00,154.00,154.00,59.00,314.00,304.00,124.00,114.00,59.00,110.00,59.00,69.00,59.00,59.00,59.00
2026-08-20 21:45:45,59.00,154.00,154.00,59.00,304.00,304.00,114.00,114.00,59.00,110.00,59.00,69.00,59.00,59.00,59.00
2026-08-20 21:55:39,59.00,154.00,154.00,59.00,304.00,304.00,114.00,114.00,59.00,110.00,59.00,69.00,59.00,59.00,59.00
2026-08-20 22:05:43,59.00,154.00,154.00,59.00,304.00,304.00,114.00,114.00,59.00,110.00,59.00,69.00,59.00,59.00,59.00
2026-08-20 22:15:47,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,110.00,59.00,69.00,59.00,59.00,59.00
2026-08-20 22:25:51,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,110.00,59.00,69.00,59.00,59.00,59.00
2026-08-20 22:35:56,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,110.00,59.00,69.00,59.00,59.00,59.00
2026-08-20 22:45:34,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,110.00,59.00,69.00,59.00,59.00,59.00
2026-08-20 22:55:28,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,110.00,59.00,69.00,59.00,59.00,59.00
2026-08-20 23:05:55,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,110.00,59.00,69.00,59.00,59.00,59.00
2026-08-20 23:15:46,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,110.00,59.00,69.00,59.00,59.00,59.00
2026-08-20 23:25:32,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,110.00,59.00,69.00,59.00,59.00,59.00
2026-08-20 23:35:53,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,110.00,59.00,69.00,59.00,59.00,59.00
2026-08-20 23:46:00,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,110.00,59.00,69.00,59.00,59.00,59.00
2026-08-20 23:55:43,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,110.00,59.00,69.00,59.00,59.00,59.00
2026-08-21 00:06:18,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,110.00,59.00,69.00,59.00,59.00,59.00
2026-08-21 00:15:54,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,110.00,59.00,69.00,59.00,59.00,59.00
2026-08-21 00:26:11,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,110.00,59.00,69.00,59.00,59.00,59.00
2026-08-21 00:36:07,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,110.00,59.00,69.00,59.00,59.00,59.00
2026-08-21 00:55:55,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,110.00,59.00,86.00,59.00,59.00,59.00
2026-08-21 01:05:58,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,110.00,59.00,86.00,59.00,59.00,59.00
2026-08-21 01:15:58,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,110.00,59.00,86.00,59.00,59.00,59.00
2026-08-21 01:25:36,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,110.00,59.00,86.00,59.00,59.00,59.00
2026-08-21 01:35:55,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,110.00,59.00,86.00,59.00,59.00,59.00
2026-08-21 01:45:36,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,110.00,59.00,86.00,59.00,59.00,59.00
2026-08-21 01:55:46,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,110.00,59.00,86.00,59.00,59.00,59.00
2026-08-21 02:05:52,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,110.00,59.00,86.00,59.00,59.00,59.00
2026-08-21 02:15:35,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,110.00,59.00,86.00,59.00,59.00,59.00
2026-08-21 02:25:59,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,110.00,59.00,86.00,59.00,59.00,59.00
2026-08-21 02:36:07,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,110.00,59.00,86.00,59.00,59.00,59.00
2026-08-21 02:46:07,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,130.00,59.00,86.00,59.00,59.00,59.00
2026-08-21 02:55:59,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,130.00,59.00,89.00,59.00,59.00,59.00
2026-08-21 03:06:01,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,130.00,59.00,89.00,59.00,59.00,59.00
2026-08-21 03:15:57,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,130.00,59.00,89.00,59.00,59.00,59.00
2026-08-21 03:25:52,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,130.00,59.00,89.00,59.00,59.00,59.00
2026-08-21 03:35:44,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,130.00,59.00,89.00,59.00,59.00,59.00
2026-08-21 03:45:51,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,130.00,59.00,89.00,59.00,59.00,59.00
2026-08-21 03:55:46,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,130.00,59.00,89.00,59.00,59.00,59.00
2026-08-21 04:06:06,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,130.00,59.00,89.00,59.00,59.00,59.00
2026-08-21 04:15:38,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,130.00,59.00,89.00,59.00,59.00,59.00
2026-08-21 04:25:40,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,130.00,59.00,89.00,59.00,59.00,59.00
2026-08-21 04:35:30,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,130.00,59.00,89.00,59.00,59.00,59.00
2026-08-21 04:45:50,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,130.00,59.00,89.00,59.00,59.00,59.00
2026-08-21 04:56:15,,154.00,154.00,59.00,,,124.00,124.00,,130.00,59.00,,59.00,,
2026-08-21 05:06:00,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,130.00,59.00,89.00,59.00,59.00,59.00
2026-08-21 05:15:47,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,130.00,59.00,89.00,59.00,59.00,59.00
2026-08-21 05:25:52,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,130.00,59.00,89.00,59.00,59.00,59.00
2026-08-21 05:35:41,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,130.00,59.00,89.00,59.00,59.00,59.00
2026-08-21 05:45:36,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,130.00,59.00,89.00,59.00,59.00,59.00
2026-08-21 05:55:52,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,130.00,59.00,89.00,59.00,59.00,59.00
2026-08-21 06:05:28,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,130.00,59.00,89.00,59.00,59.00,59.00
2026-08-21 06:15:51,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,130.00,59.00,89.00,59.00,59.00,59.00
2026-08-21 06:25:36,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,130.00,59.00,89.00,59.00,59.00,59.00
2026-08-21 06:35:56,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,130.00,59.00,89.00,59.00,59.00,59.00
2026-08-21 06:45:44,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,130.00,59.00,89.00,59.00,59.00,59.00
2026-08-21 06:55:45,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,130.00,59.00,89.00,59.00,59.00,59.00
2026-08-21 07:06:11,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,130.00,59.00,89.00,59.00,59.00,59.00
2026-08-21 07:15:53,59.00,154.00,154.00,59.00,314.00,314.00,124.00,124.00,59.00,130.00,59.00,89.00,59.00,59.00,59.00
